"","gene_ensembl","gene_symbol","cell_type","DX","baseMean","log2fc","lfcSE","stat","pvalue","padj"
"168","ENSG00000145888","GLRA1","SST","BD",25.3377937673318,25.6342773256103,2.38664976488395,10.7406950541219,6.55490211686215e-27,9.31648237869617e-23
"169","ENSG00000163286","ALPG","SST","BD",7.77697181322659,30,4.12430849331924,7.27394666247578,3.49133885200799e-13,7.08891415765564e-10
"170","ENSG00000165553","NGB","SST","BD",12.9470546944329,-10.8497746928097,2.50119392057013,-4.33783826339087,1.43890975831658e-05,0.0113617913305298
"171","ENSG00000178342","KCNG2","SST","BD",58.0094101801248,7.58604708489638,1.80146273091113,4.21104858553446,2.54188065666368e-05,0.0180638748865804
"172","ENSG00000182177","ASB18","SST","BD",14.9726657008164,-23.1090798618677,2.49461559672651,-9.26358349245951,1.97683744187214e-20,9.36559685377624e-17
"173","ENSG00000182704","TSKU","SST","BD",38.4226761896043,8.40473585435026,1.85677986318826,4.52651174271061,5.99652687334171e-06,0.00568190909672038
"174","ENSG00000184343","SRPK3","SST","BD",71.5050788427817,9.01051946538756,2.05843201991114,4.37737043450021,1.20119723186573e-05,0.0100427154450045
"175","ENSG00000225556","C2CD4D","SST","BD",20.8255889018257,-23.3173797613275,3.36504084192782,-6.92930067023172,4.22926072892016e-12,6.67894252668248e-09
"176","ENSG00000271824","SMIM32","SST","BD",13.2888041744019,-20.1468986234981,4.12803735640798,-4.88050298096841,1.0581561439641e-06,0.0011568902518586
"177","ENSG00000277161","PIGW","SST","BD",29.162588967837,-9.55610033932049,2.24423367108292,-4.25806833862774,2.06200920035515e-05,0.0154249140866567
"178","ENSG00000075643","MOCOS","SST","SCZ",18.8408833199442,9.82216776714976,2.05623254831109,4.77677866504804,1.78125648523389e-06,0.00194746141727918
"179","ENSG00000082293","COL19A1","SST","SCZ",1257.18883450642,-0.966971606188334,0.237562156614405,-4.07039412324353,4.69336680521983e-05,0.0351088538960997
"180","ENSG00000100053","CRYBB3","SST","SCZ",9.66585352487962,-21.8207720753179,4.14056171264217,-5.27000286185654,1.36421631781862e-07,0.000176269150228692
"181","ENSG00000102524","TNFSF13B","SST","SCZ",33.7415731261439,8.76293664944829,1.90046571221917,4.61094172502371,4.00848906134478e-06,0.00379817700192622
"182","ENSG00000120708","TGFBI","SST","SCZ",46.5720381122557,8.8943768091694,1.83849900962975,4.83784694067396,1.31253150449235e-06,0.00155458418944582
"183","ENSG00000122679","RAMP3","SST","SCZ",4.76625933072426,-23.8453341480571,4.11608772722246,-5.7932035778421,6.90563153825018e-09,9.81497410531498e-06
"184","ENSG00000126259","KIRREL2","SST","SCZ",16.9960789455777,23.5221565895252,2.86134254175116,8.22067132693922,2.0236716418756e-16,7.19061126149449e-13
"185","ENSG00000132854","KANK4","SST","SCZ",20.3339484448801,24.1940156590643,2.40846934558803,10.0453907388874,9.62654023284222e-24,5.75041052585644e-20
"186","ENSG00000143228","NUF2","SST","SCZ",17.9607932776719,19.6846739524968,2.5806511712524,7.62779339252728,2.38805873059924e-14,6.78829574760141e-11
"187","ENSG00000143816","WNT9A","SST","SCZ",11.2746686556837,20.9499890514077,3.1366043354987,6.67919406164973,2.40259840029036e-11,4.87830443761813e-08
"188","ENSG00000145888","GLRA1","SST","SCZ",25.3377937673318,24.0376188978048,2.39836237904861,10.0225133231702,1.21376427056704e-23,5.75041052585644e-20
"189","ENSG00000153495","TEX29","SST","SCZ",18.0171420560708,-23.6298554688868,3.64132932935049,-6.48934862288374,8.62082751534679e-11,1.5315977684453e-07
"190","ENSG00000160446","ZDHHC12","SST","SCZ",33.6394175752168,-23.9426973273673,1.97513229606966,-12.1220727214127,8.06922208850938e-34,1.14687853543984e-29
"191","ENSG00000163286","ALPG","SST","SCZ",7.77697181322659,24.5408992414347,4.15029596619837,5.91304799496359,3.35834268013598e-09,5.30356939030808e-06
"192","ENSG00000178342","KCNG2","SST","SCZ",58.0094101801248,7.8071405221987,1.80934366360588,4.31490196099048,1.59673749649025e-05,0.0133496647280094
"193","ENSG00000179262","RAD23A","SST","SCZ",763.698074246019,-1.45550844514267,0.35949095845667,-4.04880404055589,5.14800251943638e-05,0.0365842799043747
"194","ENSG00000182704","TSKU","SST","SCZ",38.4226761896043,7.98901816696002,1.86343988826234,4.28724222191562,1.80904998363789e-05,0.0142844596763585
"195","ENSG00000184343","SRPK3","SST","SCZ",71.5050788427817,9.6605233732995,2.06689087894501,4.67393971869017,2.95476091202583e-06,0.00299971548875879
"196","ENSG00000217555","CKLF","SST","SCZ",10.7561072932356,-17.1251941266652,3.86326453385714,-4.43282979371001,9.30042858106099e-06,0.00826168696391374
"197","ENSG00000249104","USP17L17","SST","SCZ",6.60384002905007,-25.0495429868672,3.52602489093482,-7.10418779268065,1.21032191434486e-12,2.86705089476391e-09
"198","ENSG00000057593","F7","VIP","MDD",33.4579310418544,7.64708921365904,1.90275876361414,4.01894836060774,5.84584802169707e-05,0.0488747281955179
"199","ENSG00000123454","DBH","VIP","MDD",8.79710308606977,-18.6726695771989,3.22067142561443,-5.79775677478078,6.7207829576059e-09,9.55224881764527e-06
"200","ENSG00000127564","PKMYT1","VIP","MDD",33.637743583245,9.93364493262994,2.12649805303817,4.67136328596095,2.99207215552607e-06,0.00327125550357631
"201","ENSG00000137273","FOXF2","VIP","MDD",12.0843401105377,20.6677890120215,3.51124017678422,5.88617923338703,3.95225699412782e-09,6.24149207305985e-06
"202","ENSG00000138166","DUSP5","VIP","MDD",56.4703524529796,-6.67002989458392,1.63347060895801,-4.08334858185096,4.43913579392064e-05,0.0420622913593294
"203","ENSG00000143867","OSR1","VIP","MDD",20.4827478691907,-25.0920283164061,2.52308392717516,-9.94498361554664,2.65217668034996e-23,1.8847693578907e-19
"204","ENSG00000146038","DCDC2","VIP","MDD",40.4014719048489,8.44614140268555,1.47512428964216,5.72571508854648,1.02998955801465e-08,1.33084014436929e-05
"205","ENSG00000146360","GPR6","VIP","MDD",11.5326005356573,-30,4.13975674308683,-7.24680261710991,4.26725125091758e-13,8.31970692628884e-10
"206","ENSG00000163286","ALPG","VIP","MDD",12.1862131808716,22.151619691768,3.94960752184667,5.60856226074099,2.04014306314578e-08,2.41637944637425e-05
"207","ENSG00000164326","CARTPT","VIP","MDD",11.6848747456246,-26.2204381806585,3.49483114182364,-7.50263378017638,6.25481236982337e-14,1.77799296424599e-10
"208","ENSG00000167107","ACSF2","VIP","MDD",48.7739041030536,-6.09706474394775,1.51277160728806,-4.03039342791338,5.56835716327448e-05,0.0488747281955179
"209","ENSG00000170290","SLN","VIP","MDD",17.751089008944,24.063946821488,2.59314287398419,9.27983840108096,1.69735800778514e-20,8.04151645488339e-17
"210","ENSG00000171840","NINJ2","VIP","MDD",14.2458205254864,-23.2886031184079,2.63441634235403,-8.84013765933369,9.5600739031132e-19,3.3969332596237e-15
"211","ENSG00000175329","ISX","VIP","MDD",45.2487462351347,-24.4216836381798,1.74448829897482,-13.9993393206086,1.57326469016104e-44,2.23608110412589e-40
"212","ENSG00000178860","MSC","VIP","MDD",7.46874155833268,-19.5011839391363,2.69569386569422,-7.23419828464618,4.68287169565262e-13,8.31970692628884e-10
"213","ENSG00000180730","SHISA2","VIP","MDD",8.10230735692823,-20.7512843833655,2.8449163010494,-7.29416340850205,3.00520519300116e-13,7.11883023468759e-10
"214","ENSG00000203760","CENPW","VIP","MDD",22.363310287483,-10.0173976579912,2.31083539488302,-4.33496807266029,1.45781279329513e-05,0.0147999237365026
"215","ENSG00000002745","WNT16","VIP","BD",11.762087325038,-20.972455757657,3.91715580163761,-5.35400091793368,8.60304230151244e-08,0.000203791733718994
"216","ENSG00000003137","CYP26B1","VIP","BD",55.5527917062632,-7.59409878996979,1.55867224372911,-4.87215886503564,1.10385349178367e-06,0.00130742247322678
"217","ENSG00000057593","F7","VIP","BD",33.4579310418544,8.787840592535,1.89606434355943,4.63477973328576,3.57317746004171e-06,0.00362754080282663
"218","ENSG00000092758","COL9A3","VIP","BD",76.2733628057068,-7.42042893029776,1.49797056238679,-4.95365470899136,7.28324004920479e-07,0.00103777574870922
"219","ENSG00000127564","PKMYT1","VIP","BD",33.637743583245,10.5968968300133,2.11919153818449,5.00044315913588,5.71986895937268e-07,0.00101620621899455
"220","ENSG00000129235","TXNDC17","VIP","BD",48.9704995944554,7.07663878046873,1.67334915223902,4.22902702104927,2.3470415829649e-05,0.0208249645487984
"221","ENSG00000137273","FOXF2","VIP","BD",12.0843401105377,20.2966325380308,3.49933549980441,5.80013906616421,6.62599460884696e-09,1.88350522751084e-05
"222","ENSG00000146038","DCDC2","VIP","BD",40.4014719048489,7.74174660044539,1.47070492421226,5.26397000036701,1.40977463756321e-07,0.000286244670338369
"223","ENSG00000163286","ALPG","VIP","BD",12.1862131808716,30,3.92415066209855,7.64496641012163,2.08999881425484e-14,1.4852576573502e-10
"224","ENSG00000163347","CLDN1","VIP","BD",39.688503469194,9.19430598494497,1.85624862210215,4.95316515011479,7.30159536135382e-07,0.00103777574870922
"225","ENSG00000163793","DNAJC5G","VIP","BD",36.3590231376757,-8.36436899865902,1.83343722456986,-4.56212456394375,5.06385882758021e-06,0.0047981750344265
"226","ENSG00000164326","CARTPT","VIP","BD",11.6848747456246,24.1837397354039,3.46755225314143,6.97429713236321,3.07403771685447e-12,1.45637660232175e-08
"227","ENSG00000170290","SLN","VIP","BD",17.751089008944,24.0269568873461,2.58427695927827,9.29736141518528,1.43974144664413e-20,2.0463045181153e-16
"228","ENSG00000175485","OR52W1","VIP","BD",25.5002118413601,10.3562403692755,2.45663096383516,4.21562722351586,2.49084920375412e-05,0.0208249645487984
"229","ENSG00000176381","PRR18","VIP","BD",31.9733005369166,-10.8994480208315,2.22820814404913,-4.8915753449428,1.00032086426746e-06,0.00129250549489395
"230","ENSG00000203722","RAET1G","VIP","BD",43.5867716775793,8.01410344490329,1.69982874153681,4.71465345247532,2.42122475536824e-06,0.00264714364984991
"231","ENSG00000259823","LYPD8","VIP","BD",9.62013611825834,26.7291071138653,4.11730887154886,6.49188777129812,8.47673980936919e-11,3.01199757276411e-07
"232","ENSG00000056291","NPFFR2","VIP","SCZ",23.9978355108617,9.08115081180547,2.15161452618357,4.22062163147465,2.43629560941725e-05,0.0288558912472061
"233","ENSG00000104856","RELB","VIP","SCZ",25.7592958719899,-7.74559003105219,1.82312521877568,-4.24852333305649,2.15184237150598e-05,0.0278037596601949
"234","ENSG00000127564","PKMYT1","VIP","SCZ",33.637743583245,9.64804432058595,2.12739761735619,4.53513919629938,5.75655074620965e-06,0.0102272319694847
"235","ENSG00000134443","GRP","VIP","SCZ",15.2342426101936,-22.6863097737543,3.89758036393526,-5.82061372837189,5.86319311517242e-09,1.38889272909909e-05
"236","ENSG00000137273","FOXF2","VIP","SCZ",12.0843401105377,25.8463078072477,3.49791033260828,7.38907100227894,1.47858202579964e-13,1.05075431663451e-09
"237","ENSG00000142871","CCN1","VIP","SCZ",34.4064824269723,9.0793420779368,2.22194238606608,4.08621849732641,4.38460891392878e-05,0.044513176066907
"238","ENSG00000145423","SFRP2","VIP","SCZ",30.6455989268975,-8.26925237535213,2.05750857012648,-4.01906096305777,5.84305522615757e-05,0.0488513787819868
"239","ENSG00000146038","DCDC2","VIP","SCZ",40.4014719048489,8.15249968167589,1.4757812341524,5.52419253816992,3.31004324781618e-08,6.72080638303019e-05
"240","ENSG00000163286","ALPG","VIP","SCZ",12.1862131808716,25.563380112223,3.94768062830118,6.47554412810335,9.44708719870331e-11,3.35678625887925e-07
"241","ENSG00000164326","CARTPT","VIP","SCZ",11.6848747456246,23.876803103229,3.48097016075256,6.85923808610502,6.92287779077840e-12,3.27982873467778e-08
"242","ENSG00000169676","DRD5","VIP","SCZ",38.0909386824566,7.03111467549449,1.64669126684738,4.26984390884376,1.95609815682652e-05,0.0278020231029753
"243","ENSG00000170290","SLN","VIP","SCZ",17.751089008944,25.6067154888927,2.59188644759068,9.87956687404101,5.10530940187774e-23,7.25617625288883e-19
"244","ENSG00000175485","OR52W1","VIP","SCZ",25.5002118413601,9.911926834705,2.46593644242913,4.01953864834449,5.83122159432185e-05,0.0488513787819868
"245","ENSG00000180332","KCTD4","VIP","SCZ",42.9605943438969,6.08183069242486,1.4591656206899,4.16801945316484,3.072577178291e-05,0.0335927226423461
"246","ENSG00000204335","SP5","VIP","SCZ",17.5391626603806,14.3152724366826,3.56057425272473,4.02049540905596,5.80758811608939e-05,0.0488513787819868
"247","ENSG00000215343","ZNF705D","VIP","SCZ",67.7635503531248,6.40553289374455,1.46127049368391,4.38353673835979,1.16767946257843e-05,0.0184402535573636
"248","ENSG00000259823","LYPD8","VIP","SCZ",9.62013611825834,25.078481279906,4.13935164521883,6.05855298833404,1.37351503119309e-09,3.90435382766947e-06
